"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","test_patch_a_post[payload2]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","131","test_create_a_new_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","47","test_get_post_by_id","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","100","test_create_a_new_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","37","test_put_edit_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","24","test_patch_a_post[payload0]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","25","test_delete_post","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","55","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-06","broken","2026-07-06","","test_posts","",""
"","115","test_get_all_comments","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","28","test_delete_comment","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","25","test_patch_a_post[payload1]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","47","test_get_posts","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","55","test_get_comments_by_id","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","17","test_patch_edit_comment[payload1]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","22","test_patch_edit_comment[payload2]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","18","test_replace_a_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","23","test_patch_edit_comment[payload0]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
