"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","230","test_get_post_by_id","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","237","test_get_comments_by_id","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","79","test_patch_edit_comment[payload1]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","148","test_create_a_new_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","77","test_patch_a_post[payload0]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","73","test_patch_a_post[payload1]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","89","test_put_edit_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","206","test_patch_edit_comment[payload0]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","378","test_create_a_new_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","218","test_patch_edit_comment[payload2]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","89","test_get_all_comments","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","42","test_get_posts","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","153","test_delete_comment","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","83","test_delete_post","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","78","test_patch_a_post[payload2]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","212","test_replace_a_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","239","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-06","broken","2026-07-06","","test_posts","",""
