"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","334","test_get_post_by_id","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","255","test_replace_a_post","tests","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","136","test_get_all_comments","tests","2026-07-06","passed","2026-07-06","","test_comments","",""
"","281","test_get_comments_by_id","tests","2026-07-06","passed","2026-07-06","","test_comments","",""
"","92","test_patch_a_post[payload1]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","103","test_patch_a_post[payload2]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","91","test_patch_a_post[payload0]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","461","test_create_a_new_comment","tests","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","82","test_get_posts","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","64","test_get_comments_to_the_post","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","203","test_delete_post","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","250","test_create_a_new_post","tests","2026-07-06","skipped","2026-07-06","","test_posts","",""
