"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74","test_patch_edit_comment[payload1]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","73","test_patch_a_post[payload1]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","203","test_patch_edit_comment[payload2]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","82","test_delete_post","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","209","test_patch_edit_comment[payload0]","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","238","test_get_post_by_id","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","87","test_put_edit_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","277","test_create_a_new_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","148","test_delete_comment","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","231","test_get_comments_by_id","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","75","test_patch_a_post[payload2]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","53","test_get_posts","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","205","test_replace_a_post","tests.posts_endpoint","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","76","test_patch_a_post[payload0]","tests.posts_endpoint","2026-07-06","passed","2026-07-06","","test_posts","",""
"","254","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-06","broken","2026-07-06","","test_posts","",""
"","144","test_get_all_comments","tests.comments_endpoint","2026-07-06","passed","2026-07-06","","test_comments","",""
"","423","test_create_a_new_comment","tests.comments_endpoint","2026-07-06","skipped","2026-07-06","","test_comments","",""
