"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","237","test_get_post_with_non_existent_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","85","test_patch_edit_comment[payload1]","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","89","test_patch_a_post[title_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","224","test_patch_edit_comment[payload2]","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","87","test_patch_a_post[body_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","99","test_delete_comment","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","400","test_create_a_new_comment","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","","test_comments","",""
"","107","test_put_edit_comment","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","","test_comments","",""
"","291","test_get_comments_to_the_post_with_non_existing_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","267","test_get_comments_by_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","129","test_patch_a_post_by_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","152","test_create_a_new_post_with_missing_keys[missing_title]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","128","test_delete_post_with_non_existing_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","268","test_get_comments_to_the_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","105","test_delete_post","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","135","test_delete_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","272","test_replace_a_post_by_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPutMethodPost","test_posts","",""
"","72","test_get_post_by_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","62","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","180","test_create_a_new_post_with_missing_keys[missing_userId]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","104","test_patch_a_post[userId_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","218","test_patch_edit_comment[payload0]","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","1709","test_create_a_new_post_with_missing_keys[missing_body]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","164","test_get_all_comments","tests.comments_endpoint","2026-07-08","passed","2026-07-08","","test_comments","",""
"","220","test_replace_a_post","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPutMethodPost","test_posts","",""
"","65","test_get_posts","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","269","test_get_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","177","test_create_a_new_post","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
