"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","test_replace_a_post","tests.posts_endpoint","2026-07-13","skipped","2026-07-13","TestPutMethodPost","test_posts","",""
"","241","test_patch_edit_comment_by_invalid_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestPatchMethodComments","test_comments","",""
"","239","test_create_a_new_comment_with_missing_keys[missing_name]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodComments","test_comments","",""
"","74","test_patch_a_post[userId_only_payload]","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestPatchMethodPostTests","test_posts","",""
"","182","test_put_edit_comment","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPutMethodComments","test_comments","",""
"","292","test_get_comment_by_invalid_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodComments","test_comments","",""
"","206","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetCommentsToPostTests","test_posts","",""
"","246","test_get_all_comments","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodComments","test_comments","",""
"","277","test_create_a_new_comment_with_missing_keys[missing_body]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodComments","test_comments","",""
"","166","test_delete_post_with_non_existing_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodPostTests","test_posts","",""
"","211","test_get_comments_to_the_post_with_non_existing_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetCommentsToPostTests","test_posts","",""
"","66","test_patch_edit_comment[missing_body]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPatchMethodComments","test_comments","",""
"","159","test_delete_comment_invalid_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodComments","test_comments","",""
"","205","test_get_comments_to_the_post_with_invalid_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetCommentsToPostTests","test_posts","",""
"","68","test_patch_edit_comment[missing_postId]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPatchMethodComments","test_comments","",""
"","210","test_get_post_with_non_existent_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodPostsTests","test_posts","",""
"","207","test_get_post_with_invalid_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodPostsTests","test_posts","",""
"","131","test_delete_post","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodPostTests","test_posts","",""
"","70","test_patch_edit_comment[missing_name]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPatchMethodComments","test_comments","",""
"","71","test_put_edit_comment_with_an_invalid_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestPutMethodComments","test_comments","",""
"","202","test_replace_a_post_by_invalid_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestPutMethodPost","test_posts","",""
"","397","test_create_a_new_comment_with_missing_keys[missing_email]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodComments","test_comments","",""
"","161","test_delete_post_with_non_existing_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodComments","test_comments","",""
"","168","test_delete_post_with_invalid_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodPostTests","test_posts","",""
"","210","test_get_comments_by_id","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodComments","test_comments","",""
"","270","test_create_a_new_post","tests.posts_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodPostsTests","test_posts","",""
"","262","test_create_a_new_post_with_missing_keys[missing_title]","tests.posts_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodPostsTests","test_posts","",""
"","163","test_patch_a_post_by_invalid_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestPatchMethodPostTests","test_posts","",""
"","68","test_patch_a_post[body_only_payload]","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestPatchMethodPostTests","test_posts","",""
"","382","test_create_a_new_comment_with_missing_keys[missing_postId]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodComments","test_comments","",""
"","271","test_create_a_new_comment","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodComments","test_comments","",""
"","228","test_create_a_new_post_with_missing_keys[missing_body]","tests.posts_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodPostsTests","test_posts","",""
"","131","test_delete_comment","tests.comments_endpoint","2026-07-13","passed","2026-07-13","TestDeleteMethodComments","test_comments","",""
"","156","test_get_posts","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodPostsTests","test_posts","",""
"","232","test_create_a_new_post_with_missing_keys[missing_userId]","tests.posts_endpoint","2026-07-13","skipped","2026-07-13","TestPostMethodPostsTests","test_posts","",""
"","66","test_patch_edit_comment[missing_email]","tests.comments_endpoint","2026-07-13","skipped","2026-07-13","TestPatchMethodComments","test_comments","",""
"","207","test_get_post_by_id","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestGetMethodPostsTests","test_posts","",""
"","68","test_patch_a_post[title_only_payload]","tests.posts_endpoint","2026-07-13","passed","2026-07-13","TestPatchMethodPostTests","test_posts","",""
