"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","test_get_all_comments","tests","2026-07-06","passed","2026-07-06","","test_comments","",""
"","35","test_patch_a_post[payload1]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","46","test_patch_a_post[payload0]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","80","test_delete_post","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","134","test_get_comments_by_id","tests","2026-07-06","passed","2026-07-06","","test_comments","",""
"","253","test_create_a_new_comment","tests","2026-07-06","skipped","2026-07-06","","test_comments","",""
"","149","test_get_post_by_id","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","40","test_patch_a_post[payload2]","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","41","test_get_posts","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","129","test_get_comments_to_the_post","tests","2026-07-06","passed","2026-07-06","","test_posts","",""
"","45","test_replace_a_post","tests","2026-07-06","skipped","2026-07-06","","test_posts","",""
"","270","test_create_a_new_post","tests","2026-07-06","skipped","2026-07-06","","test_posts","",""
