"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102","test_replace_a_post_by_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPutMethodPost","test_posts","",""
"","87","test_get_all_comments","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodComments","test_comments","",""
"","410","test_create_a_new_comment_with_missing_keys[missing_email]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodComments","test_comments","",""
"","242","test_get_comments_to_the_post","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","105","test_patch_a_post_by_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","97","test_delete_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","202","test_put_edit_comment_with_an_invalid_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestPutMethodComments","test_comments","",""
"","246","test_get_comment_by_invalid_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodComments","test_comments","",""
"","104","test_delete_post_with_non_existing_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodComments","test_comments","",""
"","349","test_create_a_new_comment_with_missing_keys[missing_postId]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodComments","test_comments","",""
"","73","test_patch_a_post[userId_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","203","test_create_a_new_comment","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodComments","test_comments","",""
"","73","test_patch_a_post[title_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","148","test_delete_comment","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodComments","test_comments","",""
"","113","test_create_a_new_post_with_missing_keys[missing_body]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","76","test_patch_edit_comment[missing_body]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPatchMethodComments","test_comments","",""
"","233","test_get_comments_to_the_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","84","test_delete_post","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","103","test_patch_edit_comment_by_invalid_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodComments","test_comments","",""
"","79","test_patch_edit_comment[missing_email]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPatchMethodComments","test_comments","",""
"","244","test_get_post_with_non_existent_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","109","test_get_comments_to_the_post_with_non_existing_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetCommentsToPostTests","test_posts","",""
"","116","test_create_a_new_post_with_missing_keys[missing_userId]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","179","test_create_a_new_comment_with_missing_keys[missing_body]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodComments","test_comments","",""
"","72","test_patch_a_post[body_only_payload]","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestPatchMethodPostTests","test_posts","",""
"","236","test_get_post_with_invalid_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","177","test_create_a_new_comment_with_missing_keys[missing_name]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodComments","test_comments","",""
"","116","test_create_a_new_post","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","232","test_get_post_by_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","39","test_get_posts","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodPostsTests","test_posts","",""
"","199","test_replace_a_post","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPutMethodPost","test_posts","",""
"","73","test_patch_edit_comment[missing_name]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPatchMethodComments","test_comments","",""
"","100","test_delete_post_with_non_existing_id","tests.posts_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodPostTests","test_posts","",""
"","75","test_patch_edit_comment[missing_postId]","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPatchMethodComments","test_comments","",""
"","109","test_create_a_new_post_with_missing_keys[missing_title]","tests.posts_endpoint","2026-07-08","skipped","2026-07-08","TestPostMethodPostsTests","test_posts","",""
"","236","test_get_comments_by_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestGetMethodComments","test_comments","",""
"","102","test_delete_comment_invalid_id","tests.comments_endpoint","2026-07-08","passed","2026-07-08","TestDeleteMethodComments","test_comments","",""
"","118","test_put_edit_comment","tests.comments_endpoint","2026-07-08","skipped","2026-07-08","TestPutMethodComments","test_comments","",""
